,molecule_chembl_id,mol,Class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
3927,CHEMBL3916361,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(CC(=O)OC(C)C)C1=O,active,463.578,2.8834,1,6,8.346787486
3928,CHEMBL3986110,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(CCC(=O)OC(C)C)C1=O,active,477.605,3.2735,1,6,7.677780705
3929,CHEMBL3925344,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(Cc2nnc(C)s2)C1=O,active,475.618,3.29192,1,7,8.026872146
3930,CHEMBL3893841,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Cl)cc1C21N=C(N)N(C)O1,active,335.835,2.816,1,5,6.673664139
3931,CHEMBL3923021,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#N)cc1C21N=C(N)N(C)O1,active,326.4,2.03428,1,6,6.804100348
3932,CHEMBL3922739,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cnc(C)nc3)cc1C21CC(=N)N(C(C)C)C1=O,active,432.568,4.43929,1,5,7.638272164
3933,CHEMBL3966983,CO[C@H]1CC[C@]2(CC1)Cc1ccc(N3CCCC3=O)cc1C21N=C(N)N(C)C1=O,active,396.491,1.9269,1,5,6.958607315
3934,CHEMBL3656239,COCCOc1ccc2c(c1)C1(CC(=N)N(CC(F)(F)F)C1=O)[C@]1(CC[C@H](OC)CC1)C2,active,454.489,3.85297,1,5,7.113509275
3935,CHEMBL3952491,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(F)(F)F)cc1C21N=C(N)N(CCF)C1=O,active,443.441,3.0809,1,5,7.602059991
3936,CHEMBL3981271,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(F)(F)F)cc1C21N=C(N)N(CC(F)(F)F)C1=O,active,479.421,3.6737,1,5,7.468521083
3937,CHEMBL3656242,CN1C(=O)C2(N=C1N)c1cc(CCC3CC3)ccc1O[C@]21CC[C@@H](OC(F)F)CC1,active,419.472,3.3242,1,5,6.826813732
3938,CHEMBL3639551,CN1C(=O)C2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1O[C@]21CC[C@@H](OC(F)F)CC1,active,452.461,3.52028,1,6,6.753009301
3940,CHEMBL3967914,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(C)C)cc1C21N=C(N)N(CC(F)(F)F)C1=O,active,453.505,3.7674,1,5,7.931814138
3942,CHEMBL3656246,CN1C(=O)[C@]2(N=C1N)c1ccccc1CC21CCc2ccccc2CC1,active,345.446,2.7901,1,3,6.772884917
3943,CHEMBL3656247,CN1C(=O)[C@]2(N=C1N)c1cc(C#N)ccc1CC21CCc2ccccc2CC1,active,370.456,2.66178,1,4,7.22184875
3945,CHEMBL3953496,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CCC3)cc1C21N=C(N)N(CC(F)(F)F)C1=O,active,465.516,3.9115,1,5,6.872247484
3946,CHEMBL3986229,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(C#N)cs3)cc1C21N=C(N)N(C(C)C)C1=O,active,448.592,4.17888,1,6,6.60119227
3947,CHEMBL3969581,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3ccc(C#N)s3)cc1C21N=C(N)N(C(C)C)C1=O,active,448.592,4.17888,1,6,6.262250926
3948,CHEMBL3656252,CN1C(=O)C2(N=C1N)c1cc(Br)ccc1CC21CNC1,inactive,335.205,0.5768,2,4,4.869666232
3949,CHEMBL3656253,COCCOc1ccc2c(c1)C1(N=C(N)N(C3CCC3)C1=O)[C@]1(CC[C@H](OC)CC1)C2,active,427.545,2.748,1,6,6.951946827
3950,CHEMBL3964102,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#N)cc1C21N=C(N)N(CCc2nccs2)C1=O,active,435.553,2.74118,1,7,7.237321436
3951,CHEMBL3891866,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1[C@@]21N=C(N)N(CC2CCO2)C1=O,active,433.552,2.7207,1,5,7.104577454
3952,CHEMBL3956802,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CN3CCC(F)(F)C3)cc1C21N=C(N)N(C)C1=O,active,432.515,2.6411,1,5,6.965371543
3953,CHEMBL3985480,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Oc3ccccc3)cc1[C@@]21N=C(N)N(C)C1=O,active,405.498,3.5924,1,5,6.60624936
3954,CHEMBL3971363,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Oc3ccccc3)cc1[C@]21N=C(N)N(C)C1=O,active,405.498,3.5924,1,5,8.408935393
3955,CHEMBL3890041,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1[C@]21N=C(N)N(C)C1=O,active,392.297,2.5626,1,4,7.798602876
3956,CHEMBL3972526,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-n3ccccc3=O)cc1C21N=C(N)N(C)C1=O,active,406.486,1.951,1,6,6.339229356
3957,CHEMBL3656260,CN1C(=O)C2(N=C1N)c1cc(C#CC3CC3)ccc1O[C@]21CC[C@@H](OC(F)F)CC1,active,415.44,2.7431,1,5,6.572189427
3958,CHEMBL3656261,CN1C(=O)C2(N=C1N)c1cc(Br)ccc1O[C@]21CC[C@@H](OC(F)F)CC1,active,430.249,2.7441,1,5,6.372839048
3961,CHEMBL3978446,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1[C@@]21N=C(N)N([C@@H](C)CO)C1=O,inactive,436.35,2.3136,2,5,4.869666232
3962,CHEMBL3979493,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1[C@@]21N=C(N)N([C@H](C)CO)C1=O,inactive,436.35,2.3136,2,5,4.712870379
3964,CHEMBL3982284,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Oc3cccc(C#N)c3)cc1C21N=C(N)N(C)C1=O,active,430.508,3.46408,1,6,8.15490196
3965,CHEMBL3908843,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Oc3cc(Cl)cc(Cl)c3)cc1C21N=C(N)N(C)C1=O,active,474.388,4.8992,1,5,8.22184875
3966,CHEMBL3954597,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Oc3cccc(Cl)c3)cc1C21N=C(N)N(C)O1,active,427.932,4.6083,1,6,7.004364805
3967,CHEMBL3983234,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Oc3ccc(Cl)cc3)cc1C21N=C(N)N(C)O1,active,427.932,4.6083,1,6,6.978810701
3968,CHEMBL3959903,CCCO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cccc(OC)c3)cc1C21N=C(N)N(C)O1,active,435.568,4.6184,1,6,6.341988603
3969,CHEMBL3894384,CCO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cccc(OC)c3)cc1C21N=C(N)N(C)O1,active,421.541,4.2283,1,6,7.065501549
3970,CHEMBL3978126,CCO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cccc(OC)c3)cc1C21N=C(N)N(C)C1=O,active,433.552,3.8658,1,5,7.823908741
3971,CHEMBL3907597,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(C)C)cc1C21N=C(N)N(C(C)C)C1=O,active,413.562,3.6135,1,5,7.920818754
3972,CHEMBL3909450,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCCOC(C)C)cc1C21N=C(N)N(C(C)C)C1=O,active,443.588,3.3825,1,6,6.408935393
3973,CHEMBL3905966,COCCCO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cccc(OC)c3)cc1C21N=C(N)N(C)O1,active,465.594,4.2449,1,7,6.53313238
3974,CHEMBL3656276,COCCCOc1ccc2c(c1)C1(N=C(N)N(CC(F)F)C1=O)[C@]1(CC[C@H](OC)CC1)C2,active,451.514,2.8507,1,6,8.207608311
3975,CHEMBL3656277,CCOCCCc1ccc2c(c1)C1(N=C(N)N(CC(F)F)C1=O)[C@]1(CC[C@H](OC)CC1)C2,active,449.542,3.4045,1,5,6.991399828
3976,CHEMBL3923832,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CCCO3)cc1C21N=C(N)N(CC(F)F)C1=O,active,463.525,2.9932,1,6,7.508638306
3977,CHEMBL3656131,CN1OC2(N=C1N)c1cc(-c3cc(Cl)cc(C#N)c3)ccc1CC21CCc2ccccc2CC1,active,468.988,5.34468,1,5,8.13076828
3978,CHEMBL3656132,COC1CCC2(CC1)Cc1ccc(-c3cccc(OC(F)(F)F)c3)cc1C21N=C(N)N(C)C1=O,active,473.495,4.3657,1,5,8.107905397
3979,CHEMBL3656133,COC1CCC2(CC1)Cc1ccc(-c3ccc(F)c(C#N)c3)cc1C21N=C(N)N(C)O1,active,420.488,3.84038,1,6,8.102372909
3980,CHEMBL3656134,COC1CCC2(CC1)Cc1ccc(-c3ccc(F)c(Cl)c3)cc1C21N=C(N)N(C)O1,active,429.923,4.6221,1,5,8.055517328
3981,CHEMBL3656135,COC1CCC2(CC1)Cc1ccc(-c3cc(F)cc(Cl)c3)cc1C21N=C(N)N(C)C1=O,active,441.934,4.2596,1,4,7.954677021
3982,CHEMBL3656136,CN1OC2(N=C1N)c1cc(-c3cc(F)cc(Cl)c3)ccc1CC21CCc2ccccc2CC1,active,461.968,5.6121,1,4,7.950781977
3983,CHEMBL3656137,COc1cc(Cl)cc(-c2ccc3c(c2)C2(N=C(N)N(C)C2=O)C2(CCC(OC)CC2)C3)c1,active,453.97,4.1291,1,5,7.93930216
3984,CHEMBL3656138,CN1OC2(N=C1N)c1cc(-c3cccc(Cl)c3)ccc1CC21CCc2ccccc2CC1,active,443.978,5.473,1,4,7.91721463
3985,CHEMBL3656139,COC1CCC2(CC1)Cc1ccc(-c3cccnc3)cc1C21N=C(N)N(C)O1,active,378.476,3.2246,1,6,7.774690718
3986,CHEMBL3656140,COC1CCC2(CC1)Cc1ccc(-c3cc(C)cc(C)c3)cc1C21N=C(N)N(C)O1,active,405.542,4.44644,1,5,7.835647144
3987,CHEMBL3656141,COC1CCC2(CC1)Cc1ccc(-c3cccc(C(F)(F)F)c3)cc1C21N=C(N)N(C)O1,active,445.485,4.8484,1,5,7.728158393
3988,CHEMBL3656142,CN1OC2(N=C1N)c1cc(-c3cc(Cl)cc(Cl)c3)ccc1CC21CCc2ccccc2CC1,active,478.423,6.1264,1,4,7.723538196
3989,CHEMBL3656143,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCc2ccccc2CC1,active,434.543,4.69128,1,5,7.714442691
3990,CHEMBL3639550,CN1OC2(N=C1N)c1cc(-c3ccc(F)c(Cl)c3)ccc1CC21CCc2ccccc2CC1,active,461.968,5.6121,1,4,7.684029655
3991,CHEMBL3656144,CCOC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(C)O1,active,379.504,3.3142,1,5,7.677780705
3992,CHEMBL3656145,COC1CCC2(CC1)Cc1ccc(-c3cccc(C#N)c3)cc1C21N=C(N)N(C)O1,active,402.498,3.70128,1,6,7.581698709
3993,CHEMBL3656146,COc1cc(Cl)cc(-c2ccc3c(c2)C2(N=C(N)N(C)O2)C2(CCc4ccccc4CC2)C3)c1,active,474.004,5.4816,1,5,7.416801226
3994,CHEMBL3970197,CCO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cccc(C#N)c3)cc1C21N=C(N)N(C)O1,active,416.525,4.09138,1,6,7.379863945
3995,CHEMBL3656148,CN1C(=O)C2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCc2ccccc2CC1,active,446.554,4.32878,1,4,8.27572413
3996,CHEMBL3656149,CN1OC2(N=C1N)c1cc(Cl)ccc1CC21CCc2ccccc2CC1,active,367.88,3.806,1,4,7.210419288
3997,CHEMBL3656150,CN1OC2(N=C1N)c1cc(Br)ccc1CC21CCc2ccccc2CC1,active,412.331,3.9151,1,4,7.193820026
3998,CHEMBL3656151,COC1CCC2(CC1)Cc1ccc(-c3cc(F)ccc3C)cc1C21N=C(N)N(C)O1,active,409.505,4.27712,1,5,7.130181792
3999,CHEMBL3656152,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCc2cc(F)c(F)cc2C1,active,456.496,4.57938,1,5,7.050609993
4000,CHEMBL3656153,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CC=C(F)CC1,active,388.446,4.14958,1,5,7.030118356
4001,CHEMBL3656154,CN1OC2(N=C1N)c1ccccc1CC21CCc2ccccc2CC1,active,333.435,3.1526,1,4,6.980468315
4002,CHEMBL3656155,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCOc2ccccc2C1,active,436.515,4.13748,1,6,6.914709422
4003,CHEMBL3656156,COC1CCC2(CC1)Cc1ccc(-c3ccc4cc[nH]c4c3)cc1C21N=C(N)N(C)O1,active,416.525,4.3109,2,5,6.901010361
4004,CHEMBL3656157,CN1OC2(N=C1N)c1cc(-c3cccc(OC(F)(F)F)c3)ccc1CC21CCc2ccccc2CC1,active,493.529,5.7182,1,5,6.884722409
4005,CHEMBL3656158,CN1OC2(N=C1N)c1cc(-c3cccc(C(F)(F)F)c3)ccc1CC21CCc2ccccc2CC1,active,477.53,5.8384,1,4,6.802443787
4006,CHEMBL3656159,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21Cc2ccccc2C1,active,406.489,3.91108,1,5,6.796967113
4007,CHEMBL3656160,CC1=C(C)CC2(CC1)Cc1ccc(-c3cccc(C#N)c3)cc1C21N=C(N)N(C)O1,active,398.51,4.63258,1,5,6.79290446
4008,CHEMBL3656161,COC1CCC2(CC1)Cc1ccc(-c3cc(F)cc(Cl)c3)cc1C21CC(=O)N(C)C(N)=N1,active,455.961,4.6497,1,4,6.762707662
4009,CHEMBL3656162,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCc2cc(F)ccc2C1,active,438.506,4.44028,1,5,6.74860515
4010,CHEMBL3656163,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCC(F)(F)CC1,active,408.452,4.32158,1,5,6.723308471
4011,CHEMBL3656164,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCc2ccccc2C1,active,420.516,4.30118,1,5,6.710634048
4012,CHEMBL3656165,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCCc2ccccc2C1,active,434.543,4.69128,1,5,6.533280628
4013,CHEMBL3656166,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21C=CC(c2ccccc2)C1,active,432.527,4.85598,1,5,6.529883647
4014,CHEMBL3656167,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCc2c(ccc(F)c2F)C1,active,456.496,4.57938,1,5,6.422163659
4015,CHEMBL3656168,[C-]#[N+]c1cccc(-c2ccc3c(c2)C2(CC(=N)N(C)O2)C2(CCC(OCC)CC2)C3)c1,active,415.537,5.86566,1,3,7.379863945
4016,CHEMBL3656169,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCCC1,active,358.445,3.68628,1,5,6.353400248
4017,CHEMBL3656170,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCOCC1,active,374.444,2.92268,1,6,6.331800516
4018,CHEMBL3656171,COC1CCC2(CCc3ccc(-c4cccc(C#N)c4)cc3C23N=C(N)N(C)O3)CC1,active,416.525,4.09138,1,6,6.296021175
4019,CHEMBL3656172,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCc2c(F)cccc2C1,active,438.506,4.44028,1,5,6.209081805
4020,CHEMBL3898229,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21CC(=O)N(C)C(N)=N1,active,391.515,2.9517,1,4,6.173665994
4021,CHEMBL3656174,CN1C(=O)C2(N=C1N)c1cc(Br)ccc1CC21CCc2ccccc2CC1,active,424.342,3.5526,1,3,6.689731633
4022,CHEMBL3656175,CO[C@H]1CC2(Cc3ccc(-c4cccc(C#N)c4)cc3C23N=C(N)N(C)O3)C[C@H]1OC,active,418.497,2.93608,1,7,6.028946924
4023,CHEMBL3968267,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cccc(C#N)c3)cc1C21CC(=O)N(C)C(N)=N1,active,428.536,3.72888,1,5,6.013362604
4027,CHEMBL3947373,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1C21CC(=O)N(C)C(N)=N1,inactive,406.324,2.9527,1,4,4.440754292
4028,CHEMBL3968463,CO[C@H]1CC[C@@]2(CC1)Cc1ccc(-c3cccc(C#N)c3)cc1C21CC(=O)N(C)C(N)=N1,inactive,428.536,3.72888,1,5,4.301029996
4029,CHEMBL3930817,CO[C@H]1CC[C@@]2(CC1)Cc1ccc(Br)cc1C21CC(=O)N(C)C(N)=N1,inactive,406.324,2.9527,1,4,3.698970004
4030,CHEMBL3656181,CN1OC2(N=C1N)c1cc(Br)ccc1OC21CCc2ccccc2CC1,active,414.303,3.5038,1,5,6.858550227
4033,CHEMBL3656184,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(C)C1=O,active,377.488,2.5616,1,4,8.677780705
4034,CHEMBL3656185,CCOC1CCC2(CC1)Cc1ccc(-c3cccc(C#N)c3)cc1C21N=C(N)N(C)O1,active,416.525,4.09138,1,6,6.364214764
4035,CHEMBL3652430,COC1CCC2(CC1)Cc1ccc(-c3cc(F)cc(Cl)c3)cc1C21N=C(N)N(C)O1,active,429.923,4.6221,1,5,8.585026652
4036,CHEMBL3652431,COC1CCC2(CC1)Cc1ccc(-c3cc(Cl)cc(C#N)c3)cc1C21N=C(N)N(C)O1,active,436.943,4.35468,1,6,8.455931956
4037,CHEMBL3652432,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(C)O1,active,365.477,2.9241,1,5,8.346787486
4038,CHEMBL3652434,COC1CCC2(CC1)Cc1ccc(-c3cccc(Cl)c3)cc1C21N=C(N)N(C)O1,active,411.933,4.483,1,5,8.346787486
4039,CHEMBL3652435,COC1CCC2(CC1)Cc1ccc(-c3cc(Cl)cc(Cl)c3)cc1C21N=C(N)N(C)O1,active,446.378,5.1364,1,5,8.318758763
4040,CHEMBL3656128,COc1cc(Cl)cc(-c2ccc3c(c2)C2(N=C(N)N(C)O2)C2(CCC(OC)CC2)C3)c1,active,441.959,4.4916,1,6,8.229147988
4041,CHEMBL3656129,COC1CCC2(CC1)Cc1ccc(-c3cc(F)cc(C#N)c3)cc1C21N=C(N)N(C)O1,active,420.488,3.84038,1,6,8.229147988
4042,CHEMBL3656130,COC1CCC2(CC1)Cc1ccc(-c3cccc(OC(F)(F)F)c3)cc1C21N=C(N)N(C)O1,active,461.484,4.7282,1,6,8.15490196
4049,CHEMBL3642625,CC1(c2cc(Br)cc(NC(=O)c3cc4ccccc4s3)c2)CCSC(N)=N1,active,460.422,5.5829,2,5,6.782516056
4050,CHEMBL3642626,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)cc(C(F)(F)F)c2)CCSC(N)=N1,active,428.867,4.6729,2,5,6.578396073
4051,CHEMBL3642627,CC1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)CCSC(N)=N1,active,360.87,3.6541,2,5,7.214670165
4053,CHEMBL3642629,CC1(c2cccc(NC(=O)c3ccc(C#N)cc3)c2)CCSC(N)=N1,active,350.447,3.47738,2,5,6.031517051
4057,CHEMBL1241481,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C,active,398.467,4.012,2,8,6.640164518
4058,CHEMBL1241578,CC(C)n1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,active,348.204,3.1245,2,6,6.756961951
4059,CHEMBL1233882,CC(C)n1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,active,304.357,3.2046,1,6,6.657577319
4061,CHEMBL3937030,CC(C)N1CNc2c(NCc3ccc(N)cc3)nc(N3CCCCC3CCO)nc21,active,411.554,3.01,4,8,6.886056648
4062,CHEMBL3670347,C[C@@]1(c2cccc(NC(=O)c3ccc(Br)cn3)n2)COCC(N)=N1,active,390.241,2.094,2,6,6.408935393
4063,CHEMBL3670348,CC1(c2cccc(NC(=O)c3ccc(Br)cn3)n2)COCC(N)=N1,active,390.241,2.094,2,6,6.102372909
4066,CHEMBL3670351,Cc1cc(C#N)cnc1C(=O)Nc1cccc(C2(CF)COCC(N)=N2)n1,active,368.372,1.4612,2,7,6.568636236
4068,CHEMBL3670353,Cc1cc(C#N)cnc1C(=O)Nc1cccc([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)n1,active,432.406,2.8326,2,7,8.301029996
4070,CHEMBL3670355,C[C@@]1(c2cccc(NC(=O)c3ccc(C#N)cn3)n2)CO[C@@](C)(C(F)(F)F)C(N)=N1,active,418.379,2.52418,2,7,7.408935393
4071,CHEMBL3670356,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)n1,active,450.396,2.9717,2,7,6.30980392
4073,CHEMBL3670358,Cc1cc(C(N)=S)cnc1C(=O)Nc1cc(C2(CF)COCC(N)=N2)ccn1,inactive,402.455,1.22372,3,7,5
4075,CHEMBL3670360,NC1=NC(CF)(c2cc(NC(=O)c3ccc(Br)cn3)cnc2Cl)COC1,active,442.676,2.697,2,6,6.853871964
4076,CHEMBL3670361,C[C@@]1(c2cccc(NC(=O)c3ncc(C#N)cc3N)n2)CO[C@@](C)(C(F)(F)F)C(N)=N1,active,433.394,2.10638,3,8,7.366531544
4077,CHEMBL3670362,C[C@@]1(c2cccc(NC(=O)c3ncc(C#N)cc3Cl)n2)CO[C@@](C)(C(F)(F)F)C(N)=N1,active,452.824,3.17758,2,7,8
4078,CHEMBL3670363,C[C@@]1(c2cccc(NC(=O)c3ncc(Br)cc3Cl)n2)CO[C@@](C)(C(F)(F)F)C(N)=N1,active,506.71,4.0684,2,6,7.886056648
4080,CHEMBL3670365,C[C@@]1(c2nc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,active,470.814,3.31668,2,7,8.22184875
4081,CHEMBL3670366,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CO[C@@](C)(C(F)(F)F)C(N)=N3)n2)c(C)c1,active,455.412,3.10862,2,7,7.031517051
4082,CHEMBL3670367,C[C@@]1(c2nc(NC(=O)c3ncc(OCC(F)(F)F)nc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,active,525.385,2.7099,3,9,6.397940009
4083,CHEMBL3670368,C[C@@]1(c2nc(NC(=O)c3ncc(C#N)cc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,active,451.384,2.24548,3,8,7.958607315
4085,CHEMBL3670370,Cc1cc(OC(F)F)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)n1,active,491.392,3.70142,2,7,7.585026652
4086,CHEMBL3670371,C[C@@]1(c2nc(NC(=O)c3ncc(OC(F)F)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,active,511.81,4.0464,2,7,7.602059991
4087,CHEMBL3670372,C[C@@]1(c2nc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,active,480.249,4.0984,2,6,8.15490196
4088,CHEMBL3670373,Cc1cc(OCF)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)n1,active,473.402,3.40582,2,7,7.346787486
4089,CHEMBL3670374,Cc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CO[C@@](C)(C(F)(F)F)C(N)=N3)n2)cn1,active,426.374,2.49502,2,7,6.086186148
4090,CHEMBL3670375,C[C@@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,active,513.801,4.4638,2,6,8.15490196
4091,CHEMBL3670376,C[C@@]1(c2cc(NC(=O)c3ncc(C#N)cc3Cl)ncc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,active,470.814,3.31668,2,7,6.823908741
4092,CHEMBL3670377,C[C@@]1(c2cc(NC(=O)c3ncc(OC(F)F)cc3Cl)ncc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,active,511.81,4.0464,2,7,6.387216143
4093,CHEMBL3670378,Cc1cc(C#N)cnc1C(=O)Nc1cc([C@]2(C)COC(CF)(CF)C(N)=N2)c(F)cn1,active,432.406,2.3285,2,7,6.420216403
4094,CHEMBL3670379,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C(F)F)COCC(N)=N2)n1,active,404.352,1.8959,2,7,7.48148606
4096,CHEMBL3670381,N#Cc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)n2)c(Cl)c1,active,424.77,2.24088,2,7,7.37675071
4097,CHEMBL3670382,Cc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CO[C@@](C)(C(F)(F)F)C(N)=N3)n2)c(C)n1,active,440.401,2.80344,2,7,6.638272164
4098,CHEMBL3670383,C[C@@]1(c2nc(NC(=O)c3ncc(OCCCF)nc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,active,503.432,2.5072,3,9,6.698970004
4100,CHEMBL3670385,C[C@@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)nc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,active,495.359,2.7876,3,8,7.397940009
4101,CHEMBL3670386,C[C@@]1(c2nc(NC(=O)c3nc4ccn(CC(F)F)c4nc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,inactive,530.433,2.9886,3,9,5
4102,CHEMBL3670387,C[C@@]1(c2nc(NC(=O)c3nn(C(F)F)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,active,484.788,3.6416,2,7,8
4103,CHEMBL3670388,C[C@@]1(c2nc(NC(=O)c3nc4ccn(CC(F)F)c4cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,inactive,548.875,4.6648,2,7,5
4105,CHEMBL3670299,COc1cnc(C(=O)Nc2cccc(C3(C4CCCCC4)CSC(N)=N3)c2)cn1,active,411.531,3.5746,2,7,6.289036881
4106,CHEMBL3670300,NC1=NC(c2cccc(NC(=O)c3ccc(O)cn3)c2)(C2CCCCC2)CS1,active,396.516,3.8766,3,6,6.015022874
4107,CHEMBL3639691,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C=CSC(N)=N1,active,376.844,3.9168,2,5,8
4108,CHEMBL3670301,CC(C)=C1C[C@@](C)(c2cc(NC(=O)c3cnc(C)cn3)ccc2F)N=C(N)S1,active,399.495,4.13712,2,6,7.022276395
4109,CHEMBL3670302,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CC(=C(C)C)SC(N)=N3)c2)cn1,active,415.494,3.8373,2,7,7.721246399
4110,CHEMBL3670303,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)SC=C3C)c2)cn1,active,387.44,3.0571,2,7,6.242603971
4112,CHEMBL3670305,C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)SC=C3C)c2)cn1,active,411.462,3.0605,2,7,7.26760624
